Clean dataset
Avg Accuracy, 84 %
Accuracy of plane, 87 %
Accuracy of car, 92 %
Accuracy of bird, 75 %
Accuracy of cat, 70 %
Accuracy of deer, 83 %
Accuracy of dog, 78 %
Accuracy of frog, 89 %
Accuracy of horse, 88 %
Accuracy of ship, 92 %
Accuracy of truck, 91 %
